image,velocity,angular_velocity,x,y
images/camera_image_0.png,0.0,0.0,-7.610236116253183,-6.412971004169722
images/camera_image_1.png,0.0,0.0,-7.610232851932251,-6.412971371077343
images/camera_image_2.png,0.0,0.0,-7.610225286977658,-6.412972027934825
images/camera_image_3.png,0.0,0.0,-7.610219856500434,-6.412972666613989
images/camera_image_4.png,0.0,0.0,-7.610212333617258,-6.412973421338081
images/camera_image_5.png,0.0,0.0,-7.610208019241928,-6.412973755562345
images/camera_image_6.png,0.005,0.0,-7.610054520233482,-6.412989415328764
images/camera_image_7.png,0.01,0.0,-7.608721724072831,-6.41312379595696
images/camera_image_8.png,0.015,0.0,-7.608043240095098,-6.413192619185465
images/camera_image_9.png,0.02,0.0,-7.606055557115257,-6.413393520174411
images/camera_image_10.png,0.025,0.0,-7.604024507625843,-6.413598820023286
images/camera_image_11.png,0.03,0.0,-7.600830424495011,-6.413922296358518
images/camera_image_12.png,0.03,0.0,-7.597806917828984,-6.4142281397830585
images/camera_image_13.png,0.034999999999999996,0.0,-7.594444665833165,-6.4145687957996635
images/camera_image_14.png,0.04,0.0,-7.589221688352688,-6.415097988924616
images/camera_image_15.png,0.04,0.0,-7.585159417569797,-6.415509756616283
images/camera_image_16.png,0.04,0.0,-7.579742883600342,-6.416059042119306
images/camera_image_17.png,0.04,0.0,-7.574326330472236,-6.4166086781410145
images/camera_image_18.png,0.04,0.0,-7.566201485042255,-6.417433355014901
images/camera_image_19.png,0.04,0.0,-7.559430920476383,-6.418121208673933
images/camera_image_20.png,0.045,0.0,-7.552660365240262,-6.4188092928792795
images/camera_image_21.png,0.049999999999999996,0.0,-7.546929105509065,-6.419392259315261
images/camera_image_22.png,0.05,0.0,-7.5420452024023446,-6.419888734758262
images/camera_image_23.png,0.05,0.0,-7.536968738569933,-6.420405640269251
images/camera_image_24.png,0.05,0.0,-7.530199389321391,-6.421094634776661
images/camera_image_25.png,0.05,0.0,-7.521737716415182,-6.421956396679916
images/camera_image_26.png,0.05,0.0,-7.5132760865684745,-6.422818695767434
images/camera_image_27.png,0.05,0.0,-7.506506718174474,-6.423508786872052
images/camera_image_28.png,0.05,0.0,-7.498045242510361,-6.424371960777574
images/camera_image_29.png,0.055,0.0,-7.491275975483568,-6.425062654209269
images/camera_image_30.png,0.06,0.0,-7.485715706011214,-6.425630482550109
images/camera_image_31.png,0.060000000000000005,0.0,-7.479647986410835,-6.426249925077903
images/camera_image_32.png,0.060000000000000005,0.0,-7.467465059123925,-6.42749491926129
images/camera_image_33.png,0.060000000000000005,0.0,-7.455282028634251,-6.428740297109627
images/camera_image_34.png,0.060000000000000005,0.0,-7.4471600032161005,-6.4295710425898385
images/camera_image_35.png,0.060000000000000005,0.0,-7.4390380616769995,-6.430402126131406
images/camera_image_36.png,0.060000000000000005,0.0,-7.424824691851658,-6.4318572323398016
images/camera_image_37.png,0.060000000000000005,0.0,-7.418733289376532,-6.432481268256623
images/camera_image_38.png,0.065,0.0,-7.4104645978143875,-6.433328732530755
images/camera_image_39.png,0.07,0.0,-7.403721230407226,-6.434019790340003
images/camera_image_40.png,0.07,0.0,-7.396616729695925,-6.434748455256287
images/camera_image_41.png,0.07,0.0,-7.387142089304151,-6.435720203014382
images/camera_image_42.png,0.07,0.0,-7.3800361839102395,-6.43644925021834
images/camera_image_43.png,0.07,0.0,-7.372930325841241,-6.437178912977451
images/camera_image_44.png,0.07500000000000001,0.0,-7.368193050692854,-6.437665182586562
images/camera_image_45.png,0.08,0.0,-7.35555089863517,-6.4389635152002445
images/camera_image_46.png,0.08,0.0,-7.342018294232283,-6.440353987342053
images/camera_image_47.png,0.08,0.0,-7.3338978456000925,-6.441188713654272
images/camera_image_48.png,0.08,0.0,-7.323070642962322,-6.442301846101588
images/camera_image_49.png,0.08,0.0,-7.309536670259231,-6.443694082080425
images/camera_image_50.png,0.085,0.0,-7.295856123637125,-6.44510212237616
images/camera_image_51.png,0.09,0.0,-7.277949935616106,-6.446945680254259
images/camera_image_52.png,0.09999999999999999,0.0,-7.255499038458292,-6.449258902945702
images/camera_image_53.png,0.09999999999999999,0.0,-7.238583701129592,-6.451002674687026
images/camera_image_54.png,0.09999999999999999,0.0,-7.221667992940261,-6.452747134867722
images/camera_image_55.png,0.09999999999999999,0.0,-7.208135518558801,-6.454143504180247
images/camera_image_56.png,0.09999999999999999,0.0,-7.1979861215954655,-6.455190864320996
images/camera_image_57.png,0.09999999999999999,0.0,-7.187836917227512,-6.456238521996067
images/camera_image_58.png,0.09999999999999999,0.0,-7.177687645132676,-6.457286579980731
images/camera_image_59.png,0.09999999999999999,0.0,-7.160772305488321,-6.459033870862116
images/camera_image_60.png,0.09999999999999999,0.0,-7.137090824042507,-6.461481233770281
images/camera_image_61.png,0.09999999999999999,0.0,-7.123558591781234,-6.462880398431321
images/camera_image_62.png,0.09999999999999999,0.0,-7.110026484837005,-6.464280060227372
images/camera_image_63.png,0.09999999999999999,0.0,-7.099877339336908,-6.465329897475875
images/camera_image_64.png,0.09999999999999999,0.0,-7.079579295192621,-6.4674307741864805
images/camera_image_65.png,0.09999999999999999,0.0,-7.062664326612232,-6.469181975105607
images/camera_image_66.png,0.09999999999999999,0.0,-7.049132365091033,-6.470583652453456
images/camera_image_67.png,0.09999999999999999,-0.05,-7.035600445186348,-6.4719856092422745
images/camera_image_68.png,0.09999999999999999,-0.1,-7.025006548754715,-6.473087055149291
images/camera_image_69.png,0.09999999999999999,-0.1,-7.018649156345702,-6.47377990668481
images/camera_image_70.png,0.09999999999999999,-0.1,-7.008518324532264,-6.4749406946080725
images/camera_image_71.png,0.09999999999999999,-0.1,-6.998366703877021,-6.476190423117625
